long,lat,rgb_band_1,rgb_band_2,rgb_band_3,ndvi_band_1,label
106.11425023100009,11.64561203100004,1912.0,1866.0,1687.0,0.3057371,False
106.18190092300004,11.660530040000026,1538.0,1892.0,1592.0,0.53408056,True
106.15249698600007,11.68113644500005,1642.0,1801.0,1540.5,0.51101846,True
106.11469147800004,11.697581387000072,1678.0,1947.0,1574.5,0.44547257,True
106.11555867500005,11.643766455000048,1907.0,1980.0,1984.0,0.05289297,False
106.21591213500004,11.610495486000048,1620.0,1833.0,1579.0,0.45010182,True
106.17341420400004,11.661654128000066,1330.0,1588.0,1420.0,0.56578517,False
106.12175787400008,11.636566887000072,1446.0,1739.0,1447.0,0.49599165,False
106.21561588200008,11.66255132300006,3018.0,2766.0,2390.0,0.04523885,False
106.13387978500003,11.62278277200005,1828.0,1777.0,1619.0,0.40572172,False
106.11262579900004,11.659140859000049,2454.0,2216.0,1954.0,0.2321652,False
106.21193022300008,11.654475485000034,2444.0,2200.0,1982.0,0.14961725,False
106.11505350800007,11.693720228000076,1607.5,1858.0,1720.0,0.36966965,True
106.18272495100004,11.668610251000077,1913.0,1986.0,1662.0,0.4022809,True
106.15277550700004,11.625569636000025,1840.0,1781.0,1666.0,0.18331113,True
106.18373119100004,11.655285929000058,1539.0,1914.0,1592.0,0.54406756,True
106.20146075200006,11.613948075000051,1340.0,1507.0,1368.0,0.48737568,False
106.15606940100008,11.62670980100006,1678.0,1905.0,1622.0,0.46372643,True
106.18975947100004,11.662144056000043,1863.0,2010.0,1719.0,0.38626257,True
106.11195888900004,11.631323791000057,2192.0,2194.0,2007.0,0.23289588,True
106.16942978000009,11.64415985100004,1672.0,1656.0,1476.0,0.31949532,False
106.19041507100007,11.632212522000032,2176.0,2170.0,1830.0,0.32042474,True
106.11472168900008,11.695800714000027,1609.0,1789.0,1554.0,0.37840447,True
106.15398770900003,11.640307420000056,1758.0,1836.0,1572.0,0.4967077,True
106.19936645900005,11.651953001000038,1850.0,2074.0,1668.0,0.4220556,True
106.12622666000004,11.696986770000024,2545.0,2495.0,2357.0,0.04377231,False
106.22265959300006,11.636413208000022,1550.0,1812.0,1556.0,0.5196777,True
106.19886263600004,11.685932434000051,2069.0,2092.0,1851.0,0.3147872,True
106.18104941000009,11.646837877000053,1762.0,2034.0,1690.0,0.33734486,False
106.18611557100007,11.637322456000048,2184.0,2036.0,1728.0,0.37277427,True
106.17233766800004,11.68565112400006,2037.0,2122.0,1874.0,0.3316929,True
106.16348400100009,11.634384641000054,1922.0,1946.0,2534.0,0.21615008,False
106.16295807000004,11.672768034000056,1703.5,1951.0,1692.5,0.40107235,True
106.20365170900004,11.679563354000038,2251.0,2245.0,2065.0,0.23344117,False
106.17945146700004,11.647729025000046,2566.0,2274.0,2050.0,0.090393476,False
106.14100534000004,11.674567955000043,1557.0,1785.5,1504.5,0.556726,False
106.21540197100006,11.656204763000062,1812.0,1821.0,1616.0,0.3062787,False
106.11505448500009,11.69414776000002,1544.5,1822.0,1618.0,0.44903237,True
106.11890288400008,11.664856512000028,1486.0,1610.0,1454.0,0.42581144,True
106.19084430500004,11.690812536000069,1896.5,2079.0,1731.0,0.3937505,True
106.14727806900004,11.677031085000069,2241.0,2080.0,1899.0,0.19964285,True
106.14999875000008,11.630208861000028,2070.0,1963.0,1759.0,0.103896104,False
106.18796883200008,11.607424563000052,1483.0,1732.0,1472.0,0.5209175,False
106.19177498500004,11.687061838000034,1741.5,1954.5,1730.5,0.42595798,True
106.21661288700004,11.662527818000058,3974.0,3866.0,3576.0,0.06428067,False
106.17952381700007,11.672069541000042,1687.5,1826.0,1572.0,0.41573617,True
106.20019157900003,11.659349795000026,2780.0,2574.0,2338.0,0.24364032,True
106.19157907200008,11.690678822000052,1857.5,2214.0,2071.5,0.41857734,True
106.14747240000008,11.617667389000076,2032.0,1991.0,1814.0,0.33442515,False
106.12373377100003,11.698258173000056,1650.5,1761.0,1575.5,0.3392053,False
106.15018386000008,11.688115854000046,2309.0,2154.0,1844.5,0.29095656,True
106.18329482400009,11.69179979200004,2570.0,2379.0,2180.0,0.16781348,False
106.15915640900003,11.680096281000033,2305.0,2086.0,1899.0,0.31449813,True
106.13113759800008,11.688947162000034,1956.0,1863.0,1675.5,0.4043849,True
106.14592277300004,11.644120993000058,1514.0,1771.0,1568.0,0.48555896,True
106.13033695900003,11.689293702000043,1862.0,2111.0,1831.0,0.44184652,True
106.18196657000004,11.66251881900007,1789.0,1936.0,1684.0,0.313639,True
106.18773878700004,11.616584172000046,2294.0,2074.0,1951.0,0.23888521,False
106.22037409600004,11.625254292000022,1869.0,1878.0,1669.0,0.2259267,False
106.15760896100004,11.659411394000074,2082.0,2164.0,1922.0,0.2906303,False
106.21453113000004,11.643658839000068,2636.0,2382.0,2080.0,0.120747164,True
106.17953676300004,11.64752003500007,2488.0,2520.0,2384.0,0.12732375,False
106.17935520700009,11.647912464000058,2996.0,3186.0,2958.0,0.12957583,False
106.19231856000005,11.62466949800006,2094.0,1868.0,1718.0,0.12640801,False
106.19400603600008,11.607406281000069,2194.0,2048.0,1796.0,0.20822808,False
106.15149456400007,11.652107844000057,1896.0,1920.0,1712.0,0.34280762,True
106.19160903600005,11.660827227000029,2324.0,2238.0,1830.0,0.29575756,True
106.21114781000004,11.632184924000056,1850.0,1719.0,1550.0,0.4213325,True
106.17769557000008,11.664068260000022,1618.0,1894.0,1582.0,0.43048224,True
106.20532712700005,11.620953601000052,1780.0,1808.0,1553.0,0.510989,True
106.21573062200008,11.661641410000072,1510.0,1712.0,1490.0,0.45916906,False
106.19365894700007,11.613866855000026,1305.0,1581.0,1414.0,0.55770206,False
106.13401193400004,11.689176940000038,1830.0,2010.5,1740.0,0.40303376,True
106.15295679000008,11.641797406000023,1496.0,1784.0,1494.0,0.5422277,True
106.18002615500006,11.655197740000062,1504.0,1680.0,1461.0,0.46476868,False
106.12080923500008,11.700368709000031,1578.0,1687.0,1464.5,0.32693538,False
106.18098254900008,11.630757144000029,2034.0,1994.0,1692.0,0.3879025,True
106.16561352900004,11.66601173600003,2036.0,2000.0,1819.0,0.3231383,True
106.17091957500008,11.660521663000054,1774.0,1769.0,1602.0,0.32955405,True
106.13996446900006,11.692314466000028,2152.0,1978.0,1819.0,0.21816531,True
106.16454696600005,11.67913141200006,1991.0,1915.0,1721.5,0.42696792,True
106.21168075000008,11.668795236000053,2090.0,2392.0,1990.0,-0.032098766,False
106.19279765200008,11.690892080000026,2291.0,2289.0,2058.0,0.27292922,True
106.14195249300008,11.684396093000032,2172.0,2064.0,1859.0,0.342615,True
106.12413216700008,11.681940582000038,2274.0,2311.0,2199.0,0.2176157,False
106.18638582300008,11.65523708400002,2102.0,2088.0,1868.0,0.29034436,True
106.15646895300004,11.634460939000064,1824.0,1892.0,1598.0,0.4085603,True
106.21281774100004,11.65737321000006,1384.0,1624.0,1489.0,0.47054324,False
106.11744872100007,11.69958123300006,2129.0,1937.0,1701.5,0.1935606,False
106.11961413400007,11.701977234000026,1663.0,1709.0,1498.5,0.29712597,False
106.15114843100008,11.660245939000047,1970.0,2008.0,1748.0,0.33445945,True
106.18878241400004,11.609317100000055,1634.0,1807.0,1562.0,0.45768338,True
106.15723679200003,11.654141585000048,2252.0,2176.0,1820.0,0.22903116,False
106.21504646100004,11.659808097000052,2792.0,2510.0,2260.0,0.102827765,False
106.14947598400003,11.673805207000044,1946.0,1900.0,1724.0,0.23746082,False
106.12597243900008,11.700321498000053,1651.0,1813.5,1585.0,0.407713,False
106.18887495900007,11.613429776000032,3276.0,3180.0,2698.0,0.07483762,False
106.13507735300004,11.636222598000074,2152.0,2106.0,1817.0,0.31202045,True
106.18440351700008,11.668945054000062,1978.0,2134.0,1804.0,0.32926416,True
106.17229343800004,11.616981958000054,2136.0,1984.0,1870.0,0.25523013,True
106.13431660900004,11.691087755000067,1880.0,2007.0,1907.0,0.35384086,True
106.15292857800004,11.633173168000042,1860.0,2164.0,2106.0,0.08148148,False
106.13571037300004,11.689823939000064,2040.0,1905.0,1777.5,0.32684377,True
106.13912942600004,11.61793722400006,2966.0,2672.0,2316.0,0.07973938,False
106.17898567900004,11.649917785000072,1920.0,1692.0,1590.0,0.12368781,False
106.15157446800004,11.669870223000032,1900.5,1950.0,1691.5,0.37739557,True
106.21664341100006,11.657242634000056,2010.0,1935.0,1706.0,0.385509,True
106.15223475000003,11.640991664000069,1568.0,1830.0,1570.0,0.51575047,True
106.14302684000006,11.632804848000037,1346.0,1590.0,1434.0,0.5432643,False
106.19446469200004,11.672370004000072,2146.0,2138.0,1865.0,0.3380629,True
106.20299896600004,11.683780184000057,1770.5,1762.0,1551.0,0.34016585,False
106.11438589000004,11.644012686000051,2406.0,2132.0,1930.0,0.26902628,True
106.18096898200008,11.630848056000048,1916.0,2080.0,1634.0,0.4624018,True
106.18479846700006,11.665877796000077,1512.0,1766.0,1442.0,0.4709587,False
106.17447801300004,11.645363074000043,1940.0,1862.0,1644.0,0.2963366,False
106.18445742200004,11.670627449000053,1972.0,1976.0,1680.5,0.4042296,True
106.18154807300004,11.630786772000022,2140.0,2064.0,1820.0,0.29139072,True
106.14793573400004,11.689926506000065,1674.5,1856.5,1617.0,0.422088,True
106.11992529300004,11.679062295000053,1344.5,1612.0,1400.0,0.5121553,False
106.11741129000006,11.698825191000026,1814.0,1921.0,1879.5,0.063500255,False
106.14693322800008,11.628576972000076,1442.0,1640.0,1494.0,0.45687383,False
106.18612873000006,11.657917563000067,1539.0,1772.0,1512.0,0.51687336,True
106.21590255500008,11.616790939000056,1644.0,1766.0,1524.0,0.44720915,True
106.18396438000008,11.616793032000032,1650.0,1772.0,1532.0,0.39114392,False
106.21481096900004,11.616010069000026,1705.0,1844.0,1623.0,0.41459227,True
106.18853599400006,11.634825611000052,2588.0,2376.0,2154.0,0.09668412,True
106.16262678100009,11.695153893000054,2017.0,1957.0,1785.0,0.40316615,True
106.14124433700005,11.655163634000075,1628.0,1890.0,1624.0,0.502445,True
106.21195868400008,11.656952919000048,1812.0,1836.0,1624.0,0.26431182,False
106.16262413700008,11.618865837000044,1322.0,1504.0,1368.0,0.5098257,False
106.14648966100005,11.683199298000034,1993.0,1883.5,1708.0,0.35957584,True
106.18183783100004,11.65594330700003,1910.0,1987.0,1728.0,0.40994748,True
106.15484220600004,11.636015336000073,1329.0,1560.0,1429.0,0.49668622,False
106.16806294100007,11.64855819500002,1962.0,1738.0,1566.0,0.20243903,False
106.20678916700004,11.671012190000056,1470.5,1708.0,1445.5,0.48606378,False
106.21172729900007,11.619761392000044,2010.0,2000.0,1774.0,0.28175807,False
106.13734435700007,11.66432644400004,3294.0,2708.0,2122.0,0.061805755,False
106.11422820200004,11.661419443000057,2188.0,2078.0,1854.0,0.20724638,False
106.18331379800009,11.672173795000049,2068.0,2053.0,1752.0,0.3590578,True
106.18402042500009,11.67663789900007,1826.0,1931.5,1693.5,0.3801765,True
106.21359298800007,11.614567567000051,2000.0,1896.0,1674.0,0.2769342,False
106.21643417100006,11.663730796000038,4276.0,4176.0,3906.0,0.030385487,False
106.18777793200007,11.615961022000022,1619.0,1832.0,1737.0,0.34146836,True
106.18862556900008,11.630146656000022,1844.0,1866.0,1522.0,0.41939548,False
106.19539157800004,11.69533657100004,1529.0,1672.5,1453.5,0.48335868,False
106.15783167600004,11.680206877000046,1726.0,1811.0,1561.0,0.4190508,True
106.17899526900004,11.685174284000029,1912.0,1824.0,1613.0,0.3162882,True
106.11661102900004,11.65752672900004,1673.0,1882.0,1604.0,0.41246706,True
106.14196391400009,11.688171582000052,1844.5,1911.5,1705.0,0.4504283,True
106.17265618400006,11.644508968000023,1550.0,1624.0,1480.0,0.010848756,False
106.18448409800004,11.65772009500006,1878.0,1864.0,1661.0,0.32421735,True
106.15032260200007,11.660536310000056,2130.0,2050.0,1822.0,0.24947146,True
106.15260201000008,11.669324403000076,1622.0,1864.5,1597.0,0.49296656,True
106.12445159300006,11.63182021800003,1700.0,1841.0,1599.0,0.4730316,True
106.14216726500004,11.68508194800006,1909.5,1841.5,1613.0,0.4298298,True
106.14119980800004,11.625391844000037,1690.0,1714.0,1544.0,0.40261576,False
106.20429455600004,11.633670540000026,2126.0,2174.0,2164.0,0.047277614,False
106.19177319400006,11.665151541000055,1936.0,2090.0,1763.0,0.2834937,True
106.17966233800009,11.650450918000049,1678.0,1586.0,1474.0,0.35436708,False
106.20461668700004,11.63437289600006,2440.0,2388.0,2400.0,0.016129032,False
106.15737813700008,11.687888390000069,1732.5,1996.0,1757.5,0.46859902,True
106.17842531200004,11.648415260000036,2228.0,2280.0,2022.0,0.20428571,False
106.20250513500008,11.622788405000051,1836.0,1810.0,1554.0,0.47294387,True
106.16850904500006,11.664390836000052,1704.0,1907.0,1592.0,0.40935874,True
106.18573537500004,11.60905401900004,2498.0,2108.0,1876.0,0.13414212,False
106.18771501700007,11.687381610000044,1415.5,1618.0,1461.5,0.43032497,False
106.12220422300004,11.683877976000076,1673.5,1722.0,1529.5,0.33938617,False
106.16254847800008,11.676382560000036,1279.5,1519.0,1359.5,0.55738133,False
106.19066466900004,11.672522766000045,2293.0,2080.0,1940.0,0.23471005,False
106.14856872000009,11.626923570000033,1696.0,1744.0,1615.0,0.3597584,False
106.18469038100004,11.669132648000073,2078.0,2134.0,1817.0,0.33926868,True
106.19044660700006,11.626555343000064,2026.0,1894.0,1713.0,0.260314,False
106.19894518400008,11.668980143000056,1524.0,1858.0,1535.0,0.528757,True
106.11824303800006,11.66591840600006,1537.0,1764.0,1501.0,0.5651436,True
106.11370537600004,11.669039805000068,3052.0,2968.0,2704.0,0.14317799,False
106.20538615300006,11.633579414000051,2224.0,2230.0,2122.0,0.03764604,False
106.16662604500004,11.674540653000063,1870.0,1936.0,1741.0,0.31758052,True
106.14544412200009,11.676773297000068,1654.5,1889.0,1606.0,0.47329885,True
106.17054291200007,11.663460696000072,1893.0,2000.0,1759.0,0.3635905,True
106.11766060000008,11.692267266000044,2312.0,2200.0,1978.0,0.29079753,True
106.11167237700003,11.622958493000056,2002.0,1995.0,1759.0,0.33774397,True
106.20788181800005,11.603251644000068,1612.0,1832.0,1495.0,0.55738604,True
106.13472459500008,11.68949286700007,2038.0,2075.0,1990.5,0.36530676,True
106.21315268000006,11.639293598000052,1636.0,1913.0,1684.0,0.49255583,True
106.21282999000005,11.666645673000062,2776.0,2382.0,2118.0,0.069393225,False
106.20985372100004,11.606812740000066,1805.0,1808.0,1505.0,0.5377129,True
106.19031992700008,11.676600273000076,1918.0,2009.5,1699.0,0.39072427,True
106.15971844800004,11.688178983000055,1669.0,1909.5,1703.0,0.4781929,True
106.20370892600005,11.67803914700005,2155.0,2075.0,1936.0,0.22230242,True
106.20882331900005,11.623570322000036,1750.0,1672.0,1596.0,0.3448147,True
106.21653591200004,11.647093066000023,2410.0,2138.0,1802.0,0.28507861,True
106.20535005600004,11.608978860000036,2172.0,1994.0,1781.0,0.32294264,True
106.17136279900006,11.677688752000051,1993.0,2004.0,1757.0,0.3444079,True
106.20871635600008,11.603621214000045,1493.0,1732.0,1496.0,0.5846432,True
106.19691761300004,11.660362761000044,1702.0,1844.0,1617.0,0.44542196,False
106.12374337700004,11.684851337000056,1747.0,1794.0,1616.5,0.24355921,False
106.21341812700004,11.655929193000077,1502.0,1802.0,1550.0,0.48331612,False
106.21671290200004,11.630227251000065,1417.0,1588.0,1441.0,0.4565676,False
106.17653682900004,11.624461110000029,1481.0,1830.0,1540.0,0.56377023,True
106.17366062300005,11.641831699000022,1604.0,1908.0,1730.0,0.12061404,False
106.20900597900004,11.658687534000023,1380.0,1522.0,1473.0,0.043990303,False
106.18459652600006,11.648592509000023,2206.0,2084.0,2734.0,0.18205413,False
106.21574255200004,11.612256324000043,1912.0,1880.0,1637.0,0.45866364,True
106.20878307700008,11.644020641000054,2294.0,2104.0,1854.0,0.26450786,True
106.17156361300005,11.655077990000052,1710.0,1860.0,1607.0,0.4704243,True
106.16864724600003,11.686602252000055,1984.0,1951.5,1836.0,0.2090891,True
106.15607255800006,11.665866324000037,1631.0,1857.0,1550.0,0.54536587,True
106.11488032800008,11.657122220000076,1466.0,1643.0,1435.0,0.4907954,True
106.20320367600004,11.658665115000076,2754.0,2390.0,2142.0,0.24278252,True
106.18394538200003,11.676754711000058,1859.0,1901.0,1664.0,0.35902077,True
106.19128069700008,11.665437753000049,1924.0,2056.0,1730.0,0.311135,True
106.16767568200004,11.69243481500007,1972.0,2041.0,1805.5,0.33152542,True
106.18758808800004,11.609400059000052,2302.0,2144.0,1888.0,0.27882206,True
106.13780813000004,11.681220991000032,1367.0,1578.0,1403.5,0.51845,False
106.15903062200005,11.632001856000045,1399.0,1690.0,1477.0,0.49883574,False
106.16208947000004,11.684437543000058,2429.0,2215.0,2055.0,0.1942279,True
106.19544309100009,11.674045848000048,1695.0,1971.0,1670.0,0.46010512,True
106.18896115000004,11.665979733000029,2346.0,2306.0,1995.0,0.25357938,False
106.21249488200004,11.647105658000044,2030.0,1986.0,1732.0,0.30431804,False
106.11451213500004,11.643957459000037,2504.0,2262.0,2054.0,0.23867437,True
106.15928510400003,11.654484307000075,2044.0,1918.0,1738.0,0.14225766,False
106.12590358400008,11.701068530000043,1520.5,1678.0,1485.5,0.40727025,False
106.16729844000008,11.692437015000053,2151.0,2182.0,1907.0,0.31833306,True
106.19356692700006,11.69014370900004,2046.5,2037.5,1740.0,0.3420143,True
106.18315150900008,11.631645985000034,1388.0,1572.0,1406.0,0.5105783,False
106.22224833900005,11.63536447000007,1762.0,1830.0,1562.0,0.45701078,True
106.21858316000004,11.66072775400005,1858.0,1934.0,1703.0,0.3608531,False
106.18222131700009,11.654545649000056,2390.0,2306.0,2016.0,0.30984697,True
106.22121953300008,11.632331084000043,1804.0,1762.0,1571.0,0.3130236,False
106.17520537200004,11.613331307000069,1941.0,1954.0,1764.0,0.35611212,True
106.17353317700008,11.696304541000076,1742.5,1698.5,1566.0,0.2767459,True
106.15979792200004,11.67760073200003,1983.0,1906.0,1777.5,0.40739635,True
106.14174080000004,11.683158164000076,2187.0,2028.0,1844.0,0.2803554,True
106.21399141200004,11.618385851000028,2322.0,1995.0,1820.0,0.28033474,False
106.18972482600007,11.628512565000053,2920.0,3148.0,2998.0,0.07213219,False
106.11743442700003,11.692580600000042,2126.0,2008.0,1869.0,0.28090647,True
106.21634457300009,11.660311758000034,1929.0,1932.0,1735.0,0.3529017,True
106.12308046800004,11.703653373000066,1826.0,1767.0,1746.5,0.28138527,False
106.17869302100009,11.649132383000053,2482.0,2566.0,2426.0,0.12728551,False
106.20143657900007,11.668761215000076,1618.0,1830.0,1468.0,0.39918306,False
106.20250743200006,11.60633721100004,2018.0,2092.0,1786.0,-0.14985755,False
106.12871101500008,11.665362525000036,1872.0,1917.0,1629.0,0.47796988,False
106.16991813700008,11.670096107000065,2115.0,1971.5,1778.0,0.1921314,False
106.13852347400008,11.689371141000038,2205.0,2384.0,2162.0,0.27083334,False
106.14368896400003,11.683076269000026,2097.0,2035.0,1679.5,0.32119447,True
106.15940055700008,11.637991165000074,1297.0,1492.0,1372.0,0.46767905,False
106.14299916700008,11.64740697600007,1877.0,1956.0,1682.0,0.43275914,True
106.14328493500004,11.687792323000052,1927.0,1848.0,1734.0,0.28390932,True
106.17861920200004,11.668838395000025,2250.0,2284.0,2080.0,0.17552216,False
106.18662262800008,11.607174531000055,2158.0,1954.0,1802.0,0.17962365,False
106.14256276600008,11.682292483000026,1611.0,1820.0,1579.0,0.47550058,True
106.18551965600004,11.676681880000046,2264.0,2285.0,2142.0,0.25292856,False
106.21425884900005,11.660496994000027,2634.0,2304.0,2082.0,0.10438626,False
106.15971688100008,11.676788066000029,2189.0,2050.0,1868.5,0.36430958,True
106.20389193500004,11.601889777000054,1352.0,1638.0,1454.0,0.5303109,False
106.18544145200008,11.60936126200005,2494.0,2670.0,2220.0,0.1907852,False
106.21862739400008,11.63088321400005,1522.0,1745.0,1516.0,0.49785548,True
106.21131799700004,11.649971824000032,1546.0,1780.0,1507.0,0.490945,True
106.18575215800008,11.627557295000033,1612.0,1890.0,1620.0,0.43636364,True
106.17190330000004,11.66658913300006,2110.0,1942.0,1727.0,0.4143769,True
106.21802533400006,11.62857133500006,1505.0,1756.0,1435.0,0.44041643,False
106.18505306900003,11.635702367000022,2464.0,2172.0,1994.0,0.32419088,True
106.18132614000008,11.625668620000056,2328.0,2050.0,1913.0,0.2880734,True
106.16073300100004,11.653546485000048,1592.0,1634.0,1471.0,0.31703132,False
106.16353313200004,11.679022899000074,2061.0,1984.0,1730.5,0.4002619,True
106.19899229900004,11.67834552100004,2280.0,2037.0,1856.0,0.3088815,False
106.21980518300006,11.636637673000052,1926.0,1947.0,1696.0,0.3011611,True
106.21941897000004,11.64281631800003,1711.0,1888.0,1623.0,0.45466137,True
106.19088339300004,11.636991159000049,2222.0,2130.0,1845.0,0.29516256,True
106.22231016900008,11.636270060000072,1442.0,1804.0,1525.0,0.5528682,True
106.19013503400004,11.633002248000023,2498.0,2198.0,1936.0,0.28239012,True
106.13913991700008,11.656183363000023,1358.0,1708.0,1452.0,0.5230067,False
106.19119747100008,11.62132188000004,1740.0,1854.0,1538.0,0.3916084,False
106.14898739100003,11.654109275000051,2098.0,2280.0,2022.0,0.36133942,True
106.14642895600008,11.662668955000072,1744.0,1899.0,1641.0,0.39528432,True
106.13115686700009,11.695499898000037,1345.0,1573.5,1425.0,0.49944174,False
106.15148773200008,11.621555062000027,1468.0,1670.0,1470.0,0.40276647,True
106.15479955800004,11.677828156000032,2370.0,2464.0,2238.0,0.23437248,False
106.11257143400007,11.66247590200004,1957.0,1928.0,1689.0,0.31417558,False
106.19995563900004,11.614292995000028,1930.0,1798.0,1522.0,0.3298611,False
106.20857875900003,11.643589849000024,2272.0,2240.0,2022.0,0.26780534,True
106.13067037400003,11.67336064400007,2142.0,2363.0,2140.0,0.25863114,False
106.18227667300005,11.652398583000036,1963.0,2266.0,1925.0,0.24615975,False
106.21797874400004,11.623170696000043,1769.0,1841.0,1524.0,0.41665292,True
106.15586882400004,11.664958349000074,1763.0,1872.0,1575.0,0.37114322,True
106.19758935600004,11.632152399000065,2344.0,2208.0,2026.0,0.19339298,False
106.14103563200004,11.692780173000074,1867.0,1880.0,1719.5,0.4226071,True
106.15342124000004,11.68608738000006,1699.5,1948.5,1692.5,0.5012838,True
106.18821600100004,11.69007255200006,2273.0,2213.0,1930.0,0.2458527,True
106.21627256300008,11.66312064300007,1718.0,1956.0,1787.0,0.16763566,False
106.13358567800007,11.634375814000066,1560.0,1694.0,1539.0,0.421365,True
106.20443724400008,11.675974207000024,1936.0,1940.5,1711.5,0.31231683,True
106.20477449600008,11.674869362000038,1302.5,1585.5,1384.0,0.5324839,False
