OID_,CID,POINT_X,POINT_Y
,79,106.188409271000069,11.681734977000076
,79,106.188922625000032,11.681431559000032
,80,106.187375692000046,11.683077920000073
,80,106.187446298000054,11.682433178000053
,81,106.184073930000068,11.694739262000041
,81,106.182801486000074,11.694615866000049
,82,106.178391528000077,11.694128317000036
,82,106.178261485000064,11.694490116000054
,83,106.173053415000084,11.695949398000039
,83,106.173533177000081,11.696304541000075
,84,106.176862860000085,11.691777741000067
,84,106.179214220000063,11.692530562000059
,85,106.174301055000058,11.686521778000042
,85,106.176059060000057,11.688851418000070
,86,106.172689483000056,11.685709125000074
,86,106.172337668000068,11.685651124000060
,87,106.172976501000051,11.682529776000024
,87,106.173157980000042,11.683793101000049
,88,106.172008203000075,11.681084687000066
,88,106.172675649000041,11.681257780000067
,89,106.171740626000087,11.695002061000025
,89,106.171219713000085,11.694623587000024
,90,106.167042875000050,11.696399617000054
,90,106.166894175000039,11.693870675000028
,91,106.167883491000055,11.694938425000032
,91,106.168787155000075,11.693701986000065
,92,106.167675682000038,11.692434815000070
,92,106.167298440000081,11.692437015000053
,93,106.164397198000074,11.694063024000059
,93,106.165078898000047,11.694502993000071
,94,106.164788936000036,11.692420609000067
,94,106.164921972000059,11.692316113000061
,95,106.166323481000063,11.689876808000065
,95,106.164526648000049,11.689697322000029
,96,106.165044978000083,11.687152301000026
,96,106.165806284000041,11.687046537000072
,97,106.167090983000037,11.688072242000032
,97,106.166737102000070,11.687971091000065
,98,106.168647246000035,11.686602252000057
,98,106.168187580000051,11.686605061000023
,99,106.166632000000050,11.682826982000051
,99,106.166994223000074,11.682759159000057
,100,106.166121933000056,11.683796579000045
,100,106.166950681000060,11.685431512000036
,101,106.165536244000066,11.685575041000050
,101,106.164769095000054,11.683338887000048
,102,106.163221250000049,11.684797844000059
,102,106.162104662000047,11.685132524000039
,103,106.162089470000069,11.684437543000058
,103,106.162248396000052,11.683933073000048
,104,106.159245855000052,11.684447065000029
,104,106.159203625000032,11.684415252000065
,105,106.165143012000044,11.696546820000037
,105,106.166139872000088,11.695776599000055
,106,106.162612332000037,11.694332925000026
,106,106.162626781000085,11.695153893000054
,107,106.161227773000064,11.689514725000038
,107,106.159718448000035,11.688178983000057
,108,106.157372917000032,11.687601296000025
,108,106.157378137000080,11.687888390000069
,109,106.157644022000056,11.685539765000044
,109,106.157895531000065,11.685929377000036
,110,106.154817777000062,11.686073703000034
,110,106.155914869000071,11.686283243000048
,111,106.154815972000051,11.687732821000054
,111,106.154170425000075,11.687002123000070
,112,106.153841586000055,11.686355474000038
,112,106.153421240000057,11.686087380000060
,113,106.150183860000084,11.688115854000046
,113,106.149717520000081,11.689209414000061
,114,106.147857686000066,11.689451348000034
,114,106.147935734000043,11.689926506000063
,115,106.146093596000071,11.688692186000026
,115,106.146944328000075,11.689474222000058
,116,106.144522253000048,11.688516790000051
,116,106.145564393000086,11.688062879000029
,117,106.145165695000060,11.687322818000041
,117,106.145319277000056,11.687562409000066
,118,106.143912911000086,11.687773329000038
,118,106.143284935000054,11.687792323000053
,119,106.141435059000059,11.688532723000037
,119,106.141963914000087,11.688171582000052
,120,106.141035632000069,11.692780173000074
,120,106.140141800000038,11.693393200000060
,121,106.140799821000087,11.691644147000034
,121,106.140567489000034,11.691668989000050
,122,106.139964469000063,11.692314466000028
,122,106.139770585000065,11.693091374000062
,123,106.137202908000063,11.692996591000053
,123,106.137352736000082,11.693067772000063
,124,106.157904615000064,11.682173115000069
,124,106.157033286000058,11.682473780000066
,125,106.159797922000052,11.677600732000030
,125,106.159716881000065,11.676788066000029
,126,106.160771133000083,11.676378034000038
,126,106.161035023000068,11.677830376000031
,127,106.164528044000065,11.675182939000024
,127,106.164011924000079,11.676286543000060
,128,106.165212385000075,11.675341036000077
,128,106.165817594000032,11.677078079000069
,129,106.166626045000044,11.674540653000065
,129,106.166517018000036,11.676123891000032
,130,106.162635243000068,11.673787116000028
,130,106.163059819000068,11.675036996000074
,131,106.162958070000059,11.672768034000057
,131,106.162491165000063,11.669519257000047
,132,106.162365626000053,11.663658750000025
,132,106.162352950000070,11.662882799000045
,133,106.150819140000067,11.683049607000044
,133,106.150893346000032,11.681657443000063
,134,106.152496986000074,11.681136445000050
,134,106.151708063000058,11.679729959000042
,135,106.147760185000038,11.678110056000037
,135,106.147870166000075,11.678822710000077
,136,106.148746021000079,11.677310359000046
,136,106.149122070000033,11.677264536000052
,137,106.157060499000067,11.679633375000037
,137,106.157831676000058,11.680206877000046
,138,106.159156409000047,11.680096281000033
,138,106.158561445000032,11.679638636000050
,139,106.157062440000061,11.675869808000073
,139,106.158168250000074,11.676167900000053
,140,106.156332698000085,11.666497434000064
,140,106.156254976000071,11.667852696000068
,141,106.156072558000062,11.665866324000035
,141,106.155868824000038,11.664958349000074
,142,106.150601497000082,11.667576567000026
,142,106.149499046000074,11.668379185000049
,143,106.148114601000088,11.669672778000063
,143,106.148202743000070,11.670152576000021
,144,106.147369974000071,11.672781003000068
,144,106.147483397000087,11.672129343000051
,145,106.145317129000034,11.675032258000044
,145,106.145057404000056,11.674194484000054
,146,106.146042708000039,11.678271942000038
,146,106.145444122000072,11.676773297000068
,147,106.147278069000038,11.677031085000067
,147,106.148332647000075,11.677334931000075
,148,106.145101769000064,11.673552332000042
,148,106.145149842000080,11.673459122000054
,149,106.141232089000084,11.674921053000048
,149,106.140487417000088,11.675145955000062
,150,106.146481198000060,11.682957537000050
,150,106.146489661000032,11.683199298000034
,151,106.144501413000057,11.683817832000045
,151,106.146683570000050,11.683645877000060
,152,106.143688964000035,11.683076269000026
,152,106.144589614000040,11.682924294000031
,153,106.142963275000056,11.683471161000057
,153,106.142562766000083,11.682292483000026
,154,106.140980722000052,11.683387550000077
,154,106.141740800000036,11.683158164000076
,155,106.140684188000080,11.684969636000062
,155,106.140592656000081,11.684323891000076
,156,106.141952493000076,11.684396093000032
,156,106.142167265000069,11.685081948000061
,157,106.141385160000084,11.686634835000064
,157,106.140656117000049,11.686309289000064
,158,106.134316609000052,11.691087755000069
,158,106.133745162000082,11.691043454000067
,159,106.133007403000079,11.691122477000022
,159,106.133014526000068,11.690436963000025
,160,106.134724595000080,11.689492867000070
,160,106.135710373000052,11.689823939000064
,161,106.133553354000071,11.689290473000028
,161,106.134011934000057,11.689176940000038
,162,106.132273901000076,11.689691638000056
,162,106.131137598000066,11.688947162000034
,163,106.130537036000078,11.689346009000076
,163,106.130336959000033,11.689293702000043
,164,106.114628704000040,11.697507209000037
,164,106.114691478000054,11.697581387000071
,165,106.114721689000078,11.695800714000029
,165,106.114762512000084,11.696882686000038
,166,106.115897692000033,11.695829934000074
,166,106.115407898000058,11.695549105000055
,167,106.115054485000087,11.694147760000021
,167,106.115053508000074,11.693720228000075
,168,106.117434427000035,11.692580600000042
,168,106.117109860000085,11.692589255000030
,169,106.117660600000079,11.692267266000044
,169,106.118010339000080,11.692430828000056
,170,106.117540385000041,11.691508273000068
,170,106.117519847000040,11.691813718000049
,171,106.120884824000086,11.691736966000065
,171,106.120731396000053,11.691732685000034
,172,106.120128729000044,11.695103564000021
,172,106.120021789000077,11.693742504000056
,173,106.120780744000058,11.690111857000034
,173,106.119513824000080,11.690482207000059
,174,106.119318736000082,11.688862952000022
,174,106.119415667000055,11.689272508000045
,175,106.118749333000039,11.688522857000066
,175,106.118793426000082,11.687919109000063
,176,106.121418477000077,11.687515486000052
,176,106.121133850000035,11.687245182000026
,177,106.116431455000054,11.667680326000038
,177,106.115851431000067,11.667001485000071
,178,106.118243038000060,11.665918406000060
,178,106.118902884000079,11.664856512000028
,179,106.115953625000088,11.662283696000031
,179,106.115116617000069,11.661987201000045
,180,106.115256539000086,11.657334168000034
,180,106.114880328000083,11.657122220000076
,181,106.115675941000063,11.657623249000039
,181,106.116320804000054,11.658190700000034
,182,106.116611029000069,11.657526729000040
,182,106.117340058000082,11.655470596000043
,183,106.111746042000050,11.630512018000047
,183,106.111958889000050,11.631323791000057
,184,106.122193884000069,11.625353119000067
,184,106.121641808000049,11.625365381000051
,185,106.116081768000072,11.619655514000044
,185,106.116460525000036,11.620087111000032
,186,106.124451593000060,11.631820218000030
,186,106.125104488000034,11.632376878000059
,187,106.133923517000085,11.634774560000039
,187,106.133585678000088,11.634375814000066
,188,106.135148509000032,11.635408977000054
,188,106.135207334000086,11.635365729000057
,189,106.135077353000042,11.636222598000074
,189,106.135613694000085,11.636206743000059
,190,106.136445592000086,11.638359665000053
,190,106.136810193000088,11.638946870000041
,191,106.140447224000070,11.637948210000047
,191,106.140956272000039,11.638254028000063
,192,106.144916640000076,11.639512194000076
,192,106.143877027000087,11.639160623000066
,193,106.144238937000068,11.635237526000026
,193,106.144849365000084,11.636096524000038
,194,106.148033147000035,11.637718642000038
,194,106.146270319000052,11.637026440000056
,195,106.142999167000085,11.647406976000070
,195,106.142406248000043,11.647478600000056
,196,106.145922773000052,11.644120993000058
,196,106.146579549000080,11.644142514000066
,197,106.139334645000076,11.635388836000061
,197,106.140020615000083,11.634754378000025
,198,106.141183968000064,11.633033093000051
,198,106.140848777000087,11.633477993000042
,199,106.142853021000064,11.620278622000058
,199,106.142530973000078,11.619722783000043
,200,106.146790837000083,11.623389175000057
,200,106.146519698000077,11.623271887000044
,201,106.147117089000062,11.621688353000025
,201,106.147701970000071,11.623449284000060
,202,106.146990547000087,11.625236538000024
,202,106.146765269000070,11.626303690000043
,203,106.151487732000078,11.621555062000027
,203,106.151162492000083,11.619741381000040
,204,106.155287018000081,11.631911629000058
,204,106.157106351000039,11.631899082000075
,205,106.156387757000061,11.626441825000029
,205,106.156069401000082,11.626709801000061
,206,106.152801707000037,11.625174003000041
,206,106.152775507000058,11.625569636000023
,207,106.155814482000039,11.634565268000074
,207,106.156468953000058,11.634460939000064
,208,106.154146737000076,11.636371765000035
,208,106.154423550000047,11.637188534000074
,209,106.171678358000065,11.629280767000068
,209,106.170981377000032,11.629804733000071
,210,106.152926698000044,11.640445130000046
,210,106.152729976000046,11.640050355000028
,211,106.152077356000063,11.641610135000064
,211,106.152066762000061,11.642244042000073
,212,106.180982549000078,11.630757144000029
,212,106.180968982000081,11.630848056000048
,213,106.152234750000048,11.640991664000069
,213,106.152721434000057,11.641176339000026
,214,106.172486820000074,11.633881330000065
,214,106.171508740000036,11.633612020000044
,215,106.153571164000084,11.641911960000073
,215,106.152956790000076,11.641797406000023
,216,106.153987709000035,11.640307420000056
,216,106.153329733000078,11.640777845000059
,217,106.151406980000047,11.646393522000039
,217,106.151872018000063,11.646703305000074
,218,106.152991353000061,11.653292242000077
,218,106.151494564000075,11.652107844000057
,219,106.148987391000048,11.654109275000053
,219,106.148094460000038,11.654023879000022
,220,106.182114606000084,11.631650073000060
,220,106.182299493000073,11.631832743000075
,221,106.181561723000073,11.632778028000075
,221,106.182664110000076,11.632884303000026
,222,106.181548073000044,11.630786772000022
,222,106.181537157000037,11.630821127000047
,223,106.182709156000044,11.625252439000064
,223,106.181326140000067,11.625668620000056
,224,106.185702680000077,11.634674169000050
,224,106.185169008000059,11.634969895000040
,225,106.185053069000048,11.635702367000022
,225,106.185252156000047,11.635607825000022
,226,106.184956600000078,11.637591539000027
,226,106.186115571000073,11.637322456000049
,227,106.188640426000063,11.635161332000052
,227,106.188535994000063,11.634825611000053
,228,106.188839814000062,11.634668425000029
,228,106.189026496000054,11.634977445000061
,229,106.188439776000052,11.632611446000055
,229,106.190135034000036,11.633002248000025
,230,106.190415071000075,11.632212522000032
,230,106.191986172000043,11.631525706000048
,231,106.193184101000043,11.636683492000031
,231,106.192171435000034,11.635711576000062
,232,106.174779637000086,11.623721507000027
,232,106.174881647000063,11.623878441000045
,233,106.176415924000082,11.624748683000064
,233,106.176536829000042,11.624461110000027
,234,106.176813080000045,11.623362107000048
,234,106.176838103000080,11.623854828000049
,235,106.168421811000087,11.629448613000022
,235,106.168458997000073,11.630333541000027
,236,106.187739829000066,11.620115855000051
,236,106.187797557000067,11.620015594000051
,237,106.188417018000052,11.618165253000029
,237,106.189677355000072,11.617471949000048
,238,106.188509080000074,11.615842619000034
,238,106.188858766000067,11.616099022000071
,239,106.187773426000035,11.616242077000038
,239,106.187777932000074,11.615961022000022
,240,106.182639548000054,11.614243239000075
,240,106.182470830000057,11.614294785000027
,241,106.175205372000050,11.613331307000067
,241,106.174595887000066,11.613451067000028
,242,106.172293438000054,11.616981958000054
,242,106.172390791000055,11.616915609000046
,243,106.167558890000066,11.620729395000069
,243,106.166275068000061,11.620616877000032
,244,106.166508185000055,11.617562526000029
,244,106.168726216000039,11.616219065000053
,245,106.165956835000088,11.618500912000059
,245,106.166127129000074,11.618327981000050
,246,106.193358412000066,11.654547298000068
,246,106.192157370000075,11.655536497000071
,247,106.193226725000045,11.655211494000071
,247,106.192449353000086,11.656427579000024
,248,106.191998229000035,11.653486263000048
,248,106.191187297000056,11.653974533000053
,249,106.192778665000048,11.652683067000055
,249,106.191219882000041,11.653533275000029
,250,106.193951736000088,11.655434151000065
,250,106.193467636000037,11.655813747000025
,251,106.193541492000065,11.656670676000033
,251,106.193366131000062,11.656179403000067
,252,106.197158768000065,11.653614712000035
,252,106.197452612000063,11.653769580000073
,253,106.198677322000037,11.652248766000071
,253,106.198487795000062,11.653390991000038
,254,106.199366459000032,11.651953001000038
,254,106.199987666000084,11.652935356000057
,255,106.196318858000041,11.652331194000055
,255,106.196126652000032,11.652411025000049
,256,106.201274881000074,11.657282650000070
,256,106.202324111000053,11.656994605000023
,257,106.200848220000069,11.659682398000029
,257,106.200191579000034,11.659349795000026
,258,106.202958664000050,11.660075476000031
,258,106.203190350000057,11.659939863000034
,259,106.201416712000082,11.658123852000074
,259,106.201024876000076,11.658094355000060
,260,106.203198265000083,11.657523242000025
,260,106.203203676000044,11.658665115000076
,261,106.201822519000075,11.654659414000037
,261,106.202527421000070,11.654249678000042
,262,106.119363126000053,11.621379087000037
,262,106.121383507000075,11.622135727000057
,263,106.117494458000067,11.622581060000073
,263,106.118537490000051,11.622520304000034
,264,106.111672377000048,11.622958493000056
,264,106.112631136000061,11.622928196000032
,265,106.172424692000050,11.657934702000034
,265,106.171563613000046,11.655077990000052
,266,106.177929665000079,11.660422635000032
,266,106.177475924000078,11.659865453000066
,267,106.186128730000064,11.657917563000069
,267,106.185957789000042,11.657795256000043
,268,106.186385823000080,11.655237084000021
,268,106.186442275000047,11.655448735000050
,269,106.184484098000041,11.657720095000059
,269,106.184686550000038,11.658197630000075
,270,106.181837831000053,11.655943307000030
,270,106.182174315000054,11.655838524000046
,271,106.182311850000076,11.654862674000071
,271,106.182221317000085,11.654545649000056
,272,106.183731191000049,11.655285929000058
,272,106.184464270000035,11.654798093000068
,273,106.182173601000045,11.660783967000043
,273,106.181900923000057,11.660530040000026
,274,106.181387478000033,11.660814553000023
,274,106.181653432000076,11.660762727000076
,275,106.181966570000043,11.662518819000070
,275,106.180998769000041,11.662684744000046
,276,106.178191699000081,11.664814484000033
,276,106.177961902000050,11.664476478000040
,277,106.177695570000083,11.664068260000022
,277,106.177560930000084,11.664579113000059
,278,106.177753531000064,11.666881242000045
,278,106.177977398000053,11.667056413000068
,279,106.170250007000050,11.668664702000058
,279,106.171321810000052,11.669549879000044
,280,106.182724951000068,11.668610251000075
,280,106.182550300000059,11.668470395000043
,281,106.184318480000059,11.664610652000022
,281,106.183627027000057,11.665073678000056
,282,106.186301785000069,11.665685931000041
,282,106.187088413000083,11.665430559000072
,283,106.184398249000083,11.666671798000039
,283,106.185447155000077,11.666211802000021
,284,106.184403517000078,11.668945054000062
,284,106.184690381000053,11.669132648000073
,285,106.182614443000034,11.664188776000060
,285,106.182833543000072,11.664311430000055
,286,106.189759471000059,11.662144056000045
,286,106.189740325000059,11.662711366000053
,287,106.189368389000037,11.663431329000048
,287,106.188999831000046,11.663942482000039
,288,106.191650899000081,11.660980621000022
,288,106.191609036000045,11.660827227000027
,289,106.191320183000073,11.661612650000052
,289,106.191148768000062,11.661721132000025
,290,106.191773194000064,11.665151541000057
,290,106.192464958000073,11.665029717000039
,291,106.191062349000049,11.665949918000024
,291,106.191280697000082,11.665437753000049
,292,106.184356951000041,11.670550485000035
,292,106.184457422000037,11.670627449000051
,293,106.183313798000086,11.672173795000049
,293,106.183222889000035,11.672135390000051
,294,106.180388004000065,11.673691220000023
,294,106.180049232000044,11.673075602000040
,295,106.179523817000074,11.672069541000042
,295,106.178879955000070,11.671244877000049
,296,106.171362799000065,11.677688752000051
,296,106.171282975000054,11.676610591000042
,297,106.171709325000052,11.674943984000038
,297,106.171607999000059,11.673896082000056
,298,106.174533765000035,11.679211881000072
,298,106.175479501000041,11.679531989000054
,299,106.175622573000055,11.680250658000034
,299,106.175331559000085,11.679957332000072
,300,106.174106630000040,11.679235656000060
,300,106.174523919000080,11.679480249000051
,301,106.174505197000087,11.678563787000030
,301,106.175396280000086,11.679184987000042
,302,106.178995269000040,11.685174284000027
,302,106.179106338000054,11.684770030000038
,303,106.181840636000061,11.685245208000026
,303,106.180935834000081,11.686567997000054
,304,106.192860984000049,11.679143076000059
,304,106.193162533000077,11.678565897000055
,305,106.190403028000048,11.675409770000044
,305,106.190805105000038,11.675104399000077
,306,106.190319927000075,11.676600273000076
,306,106.190191368000058,11.676694543000053
,307,106.182952840000041,11.676746618000038
,307,106.183617290000086,11.677462725000055
,308,106.183945382000047,11.676754711000058
,308,106.184020425000085,11.676637899000070
,309,106.187628102000076,11.676800265000054
,309,106.187484738000080,11.677509361000034
,310,106.193165066000063,11.675463548000039
,310,106.193355828000051,11.675888568000062
,311,106.195443091000072,11.674045848000048
,311,106.196020654000051,11.673641432000068
,312,106.194464692000054,11.672370004000072
,312,106.194496095000034,11.672635343000024
,313,106.198945184000081,11.668980143000056
,313,106.198889769000061,11.668636413000058
,314,106.191165229000035,11.642982834000065
,314,106.191615261000038,11.642932833000032
,315,106.192047328000058,11.636298628000077
,315,106.190883393000036,11.636991159000047
,316,106.195263188000069,11.634812799000031
,316,106.194596271000080,11.635230604000071
,317,106.194402903000082,11.632564547000072
,317,106.194290066000065,11.632637930000044
,318,106.191699697000047,11.632508864000044
,318,106.191421840000032,11.633028263000028
,319,106.185752158000071,11.627557295000031
,319,106.185722048000059,11.628116916000067
,320,106.186906678000071,11.623355634000063
,320,106.187639420000039,11.623546704000034
,321,106.185627972000077,11.623164083000063
,321,106.185498943000084,11.622896224000044
,322,106.183979647000058,11.622154935000026
,322,106.184162363000041,11.622476477000077
,323,106.202505135000081,11.622788405000051
,323,106.203146481000033,11.623581216000048
,324,106.205596605000039,11.621876065000038
,324,106.206028752000066,11.621044583000071
,325,106.205608749000078,11.620393830000069
,325,106.205327127000032,11.620953601000053
,326,106.207712209000078,11.623654164000072
,326,106.208218732000034,11.623628079000071
,327,106.207585986000083,11.623336103000042
,327,106.207598137000048,11.622612143000026
,328,106.208823319000032,11.623570322000035
,328,106.208511704000045,11.624151791000031
,329,106.208734185000083,11.625029602000041
,329,106.208478269000068,11.625054370000043
,330,106.209422701000051,11.624804174000076
,330,106.210274971000047,11.624892567000074
,331,106.214531130000069,11.643658839000068
,331,106.214690495000070,11.643717137000067
,332,106.214932084000054,11.647960664000038
,332,106.215507577000039,11.648345123000070
,333,106.216314039000054,11.645414876000075
,333,106.216535912000040,11.647093066000025
,334,106.211478257000067,11.631639527000061
,334,106.211147810000057,11.632184924000057
,335,106.124611262000087,11.658105333000037
,335,106.124390048000066,11.658103731000040
,336,106.114385890000051,11.644012686000053
,336,106.114512135000041,11.643957459000035
,337,106.120514559000071,11.630623319000051
,337,106.120895008000048,11.629422750000060
,338,106.163211185000080,11.664790805000052
,338,106.163080915000080,11.664397153000039
,339,106.164546966000046,11.679131412000061
,339,106.163533132000055,11.679022899000074
,340,106.148330870000052,11.662953619000064
,340,106.147272879000070,11.661742653000033
,341,106.146428956000079,11.662668955000072
,341,106.147305497000048,11.663306920000025
,342,106.196964600000058,11.679428310000048
,342,106.197496305000072,11.680681871000047
,343,106.188199903000054,11.693548962000023
,343,106.187219397000035,11.693651673000033
