long,lat,label
106.15721077700005,11.636339289000034,True
106.15777623800004,11.636569187000076,True
106.15032260200007,11.660536310000056,True
106.15114843100008,11.660245939000047,True
106.15139215300007,11.670289266000054,True
106.15157446800004,11.669870223000032,True
106.15260201000007,11.669324403000076,True
106.15300193700004,11.66930811900005,True
106.14543935400008,11.663869715000033,True
106.14581405800004,11.662457449000044,True
106.14535278600005,11.653658689000054,True
106.14514993700004,11.654101599000056,True
106.14124433700005,11.655163634000075,True
106.14114684100008,11.655212797000049,True
106.14378957400004,11.654942021000068,True
106.14197715100003,11.654832341000033,True
106.14263779300006,11.656377126000052,True
106.14226901600004,11.655821140000056,True
106.14444598100005,11.655733858000076,True
106.14448096000007,11.656108948000051,True
106.14976959800003,11.65419681000003,True
106.15008292900006,11.654783541000027,True
106.16969200500004,11.663099234000072,True
106.17011911500003,11.662730582000052,True
106.17030245100004,11.66374636000006,True
106.17054291200007,11.663460696000072,True
106.16906524900008,11.664259707000042,True
106.16850904500006,11.664390836000052,True
106.17258810400004,11.660787577000065,True
106.17155531700008,11.661234195000077,True
106.17091957500008,11.660521663000054,True
106.17132208300006,11.660131679000074,True
106.17102493200008,11.667008597000065,True
106.17190330000004,11.66658913300006,True
106.17098525200004,11.666064800000072,True
106.17159220200004,11.66577419500004,True
106.16533601600008,11.669863036000038,True
106.16530215900008,11.670030316000066,True
106.16594089900008,11.66731115400006,True
106.16561352900004,11.66601173600003,True
106.16419510600008,11.66669336600006,True
106.16460864000004,11.66683039800006,True
106.20912975600004,11.603938024000058,True
106.21054658700005,11.603288717000057,True
106.20802117900008,11.60264634500004,True
106.20871635600008,11.603621214000045,True
106.20738665400006,11.602924934000043,True
106.20788181800005,11.603251644000068,True
106.20741975500005,11.603930180000075,True
106.20688153300004,11.603117486000032,True
106.20656334700004,11.60474533300004,True
106.20654566300004,11.605049557000028,True
106.20565513300004,11.60551057400005,True
106.20524339300005,11.60435953600006,True
106.20964337000004,11.606570122000052,True
106.20985372100004,11.606812740000066,True
106.20898345900008,11.606193546000044,True
106.20924140800008,11.605873557000052,True
106.21559631500008,11.611880451000047,True
106.21591213500004,11.610495486000048,True
106.21574255200004,11.612256324000043,True
106.21642176100003,11.611632024000071,True
106.21797874400004,11.623170696000043,True
106.21822660700008,11.62300566600004,True
106.21654973300008,11.624721479000073,True
106.21698543200004,11.625127076000068,True
106.21590255500008,11.616790939000056,True
106.21481096900004,11.616010069000026,True
106.22020121300004,11.630577584000036,True
106.21951192800007,11.63005984700004,True
106.21870251900005,11.629874484000029,True
106.21862739400007,11.63088321400005,True
106.20535005600004,11.608978860000036,True
106.20459937100009,11.60931690700005,True
106.20472759500007,11.610295052000026,True
106.20489535800004,11.61169713700002,True
106.21956889900008,11.636827225000047,True
106.21980518300006,11.636637673000052,True
106.21440348300005,11.620652990000051,True
106.21384270500003,11.621024818000024,True
106.22224833900005,11.63536447000007,True
106.22192631400009,11.635298398000032,True
106.22231016900008,11.636270060000072,True
106.22265959300006,11.636413208000022,True
106.21941897000004,11.64281631800003,True
106.22005313000004,11.642968142000027,True
106.21899260400004,11.659853646000045,True
106.21909413100008,11.659556236000071,True
106.21236585000008,11.653152343000045,True
106.21187137300006,11.653186920000053,True
106.21195980900006,11.644219816000032,True
106.21153558000007,11.643473524000058,True
106.20878307700008,11.644020641000054,True
106.20781674300008,11.645134646000033,True
106.21131799700004,11.649971824000032,True
106.21156599800008,11.650303854000072,True
106.21630615200009,11.66014917800004,True
106.21634457300009,11.660311758000034,True
106.21834963900004,11.658979677000048,True
106.21822194900004,11.658828820000052,True
106.21664341100006,11.657242634000056,True
106.21690874000006,11.65725331400006,True
106.21497292700008,11.655535834000034,True
106.21474350900009,11.655240284000058,True
106.20857875900003,11.643589849000024,True
106.20880042100003,11.643061732000035,True
106.21315268000006,11.639293598000052,True
106.21352165400005,11.64006123300004,True
106.19036693700008,11.611446276000038,True
106.18965033600004,11.611956540000053,True
106.18758808800004,11.609400059000052,True
106.18878241400004,11.609317100000055,True
106.20966007100009,11.671065920000046,True
106.20914610400006,11.67064210600006,True
106.20947935500004,11.671918552000022,True
106.20967206300008,11.671866082000063,True
106.20886246900004,11.672322304000032,True
106.20844798300004,11.672186087000057,True
106.20443724400008,11.675974207000024,True
106.20416180900008,11.67651179400002,True
106.20370892600005,11.67803914700005,True
106.20376812300007,11.678107617000023,True
106.19826292200008,11.679023464000068,True
106.19872456200004,11.678864188000034,True
106.19801298900006,11.682694708000042,True
106.19888785200004,11.683213770000066,True
106.19426753400006,11.684546684000054,True
106.19332694300005,11.684492430000034,True
106.19976690100005,11.685844076000024,True
106.19886263600004,11.685932434000051,True
106.19481173800004,11.68997507900002,True
106.19513394100004,11.690831057000024,True
106.19887320500004,11.691058094000027,True
106.19851440600009,11.691172000000051,True
106.19362331800004,11.691829592000031,True
106.19364930200004,11.690741244000035,True
106.19279765200008,11.690892080000026,True
106.19356692700006,11.69014370900004,True
106.19084430500004,11.690812536000069,True
106.19157907200008,11.690678822000052,True
106.19096919300004,11.689121984000051,True
106.19177498500004,11.687061838000034,True
106.18929141700004,11.691537632000063,True
106.18831896300009,11.691075347000035,True
106.18742872400009,11.691007050000051,True
106.18821600100004,11.69007255200006,True
106.18498031600006,11.68946517200004,True
106.18612787400008,11.689112140000075,True
106.19219015300008,11.685652548000064,True
106.19104033700006,11.686709216000054,True
106.19030880200006,11.687267210000073,True
106.19015584000005,11.687565707000031,True
106.18942079700008,11.685360708000076,True
106.18872075300004,11.685766160000073,True
106.18948991200004,11.68330185800005,True
106.18771066800008,11.683326563000035,True
106.18840927100005,11.681734977000076,True
106.18892262500005,11.681431559000032,True
106.18737569200005,11.683077920000072,True
106.18744629800004,11.682433178000052,True
106.18407393000005,11.69473926200004,True
106.18280148600007,11.694615866000047,True
106.17839152800008,11.694128317000036,True
106.17826148500006,11.694490116000054,True
106.17305341500008,11.69594939800004,True
106.17353317700008,11.696304541000076,True
106.17686286000009,11.691777741000069,True
106.17921422000006,11.69253056200006,True
106.17430105500004,11.686521778000042,True
106.17605906000004,11.68885141800007,True
106.17268948300004,11.685709125000074,True
106.17233766800005,11.68565112400006,True
106.17297650100004,11.682529776000024,True
106.17315798000004,11.683793101000049,True
106.17200820300008,11.681084687000066,True
106.17267564900004,11.681257780000069,True
106.17174062600009,11.695002061000023,True
106.17121971300008,11.694623587000024,True
106.16704287500004,11.696399617000054,True
